Entity,Year,Working hours per worker
Argentina,1972,1999.3278
Argentina,1973,1996
Argentina,1974,1992.8422
Argentina,1975,1989.6893
Argentina,1976,1986.5415
Argentina,1977,1983.3987
Argentina,1978,1980.2609
Argentina,1979,1977.1279
Argentina,1980,1974
Argentina,1981,1961.2301
Argentina,1982,1948.5427
Argentina,1983,1935.9375
Argentina,1984,1923.4137
Argentina,1985,1910.9711
Argentina,1986,1898.6089
Argentina,1987,1886.3267
Argentina,1988,1874.1238
Argentina,1989,1862
Argentina,1990,1850
Argentina,1991,1837.9608
Argentina,1992,1826
Argentina,1993,1850.3378
Argentina,1994,1875
Argentina,1995,1881.9612
Argentina,1996,1888.9481
Argentina,1997,1895.961
Argentina,1998,1903
Argentina,1999,1887.285
Argentina,2000,1862.1362
Argentina,2001,1811.1526
Argentina,2002,1710.0365
Argentina,2003,1713.5746
Argentina,2004,1743.3999
Argentina,2005,1771.6785
Argentina,2006,1775.9203
Argentina,2007,1787.5447
Argentina,2008,1789.765
Argentina,2009,1751.6228
Argentina,2010,1760.2247
Argentina,2011,1760.2303
Argentina,2012,1736.1034
Argentina,2013,1725.8735
Argentina,2014,1705.4283
Argentina,2015,1703.4685
Argentina,2016,1646.5126
Argentina,2017,1648.8129
Argentina,2018,1638.4401
Argentina,2019,1609.069
Australia,1870,2792
Australia,1880,2647
Australia,1890,2501
Australia,1900,2385
Australia,1913,2214
Australia,1929,2186
Australia,1938,2109
Australia,1950,2170.9233
Australia,1951,2150.847
Australia,1952,2130.956
Australia,1953,2111.2493
Australia,1954,2091.7246
Australia,1955,2072.3806
Australia,1956,2053.2153
Australia,1957,2034.2275
Australia,1958,2015.4152
Australia,1959,1996.7769
Australia,1960,1978.3108
Australia,1961,1974.6611
Australia,1962,1971.0183
Australia,1963,1967.3821
Australia,1964,1963.7526
Australia,1965,1960.1299
Australia,1966,1956.5138
Australia,1967,1952.9043
Australia,1968,1949.3015
Australia,1969,1945.7054
Australia,1970,1942.116
Australia,1971,1923.4795
Australia,1972,1903.1487
Australia,1973,1889.8066
Australia,1974,1907.0665
Australia,1975,1893.8304
Australia,1976,1904.2075
Australia,1977,1906.0077
Australia,1978,1906.8549
Australia,1979,1912.2551
Australia,1980,1909.7628
Australia,1981,1894.8094
Australia,1982,1870.6583
Australia,1983,1857.0142
Australia,1984,1878.1584
Australia,1985,1869.2603
Australia,1986,1873.8745
Australia,1987,1871.6334
Australia,1988,1867.8535
Australia,1989,1877.7809
Australia,1990,1863.9597
Australia,1991,1850.485
Australia,1992,1846.5441
Australia,1993,1863.7845
Australia,1994,1869.9487
Australia,1995,1870.3296
Australia,1996,1863.823
Australia,1997,1861.0985
Australia,1998,1846.6295
Australia,1999,1848.475
Australia,2000,1847.4801
Australia,2001,1814.1289
Australia,2002,1808.1211
Australia,2003,1801.5743
Australia,2004,1799.3641
Australia,2005,1797.0736
Australia,2006,1786.9062
Australia,2007,1786.252
Australia,2008,1786.4766
Australia,2009,1757.9604
Australia,2010,1763.3228
Australia,2011,1765.2896
Australia,2012,1757.2185
Australia,2013,1756.2897
Australia,2014,1746.4962
Australia,2015,1746.4835
Australia,2016,1736.081
Australia,2017,1736.8003
Australia,2018,1729.342
Australia,2019,1726.7976
Austria,1950,2085.6694
Austria,1951,2083.0156
Austria,1952,2080.3652
Austria,1953,2077.718
Austria,1954,2075.0742
Austria,1955,2072.4338
Austria,1956,2069.7966
Austria,1957,2067.163
Austria,1958,2064.5327
Austria,1959,2061.9058
Austria,1960,2059.282
Austria,1961,2046.6298
Austria,1962,2034.0552
Austria,1963,2021.558
Austria,1964,2009.1375
Austria,1965,1996.7932
Austria,1966,1984.5249
Austria,1967,1972.3319
Austria,1968,1960.2139
Austria,1969,1948.1703
Austria,1970,1890.1375
Austria,1971,1885.288
Austria,1972,1905.7499
Austria,1973,1900.7313
Austria,1974,1978.6625
Austria,1975,1903.9717
Austria,1976,1898.0424
Austria,1977,1904.7831
Austria,1978,1844.0676
Austria,1979,1876.6804
Austria,1980,1881.0354
Austria,1981,1819.1412
Austria,1982,1835.1189
Austria,1983,1829.9122
Austria,1984,1825.9255
Austria,1985,1821.5303
Austria,1986,1820.7109
Austria,1987,1808.7163
Austria,1988,1812.1312
Austria,1989,1825.2433
Austria,1990,1826.0298
Austria,1991,1836.4442
Austria,1992,1804.9314
Austria,1993,1802.2981
Austria,1994,1800.5381
Austria,1995,1774.4364
Austria,1996,1807.2706
Austria,1997,1815.692
Austria,1998,1794.0305
Austria,1999,1797.9713
Austria,2000,1798.4323
Austria,2001,1785.4202
Austria,2002,1782.8479
Austria,2003,1773.9779
Austria,2004,1776.4658
Austria,2005,1752.4894
Austria,2006,1735.6696
Austria,2007,1724.7792
Austria,2008,1717.1951
Austria,2009,1673.0751
Austria,2010,1665.8439
Austria,2011,1671.6877
Austria,2012,1647.8529
Austria,2013,1632.0676
Austria,2014,1621.5658
Austria,2015,1605.2805
Austria,2016,1618.2108
Austria,2017,1608.1809
Austria,2018,1612.6927
Austria,2019,1611.3743
Bangladesh,1970,2520.86
Bangladesh,1971,2522.0146
Bangladesh,1972,2522.9
Bangladesh,1973,2523.4087
Bangladesh,1974,2523.705
Bangladesh,1975,2523.755
Bangladesh,1976,2522.58
Bangladesh,1977,2521.4927
Bangladesh,1978,2520.5725
Bangladesh,1979,2519.8289
Bangladesh,1980,2519.2603
Bangladesh,1981,2519.0798
Bangladesh,1982,2522.7944
Bangladesh,1983,2526.398
Bangladesh,1984,2529.8147
Bangladesh,1985,2485.5732
Bangladesh,1986,2442.245
Bangladesh,1987,2400.8552
Bangladesh,1988,2360.1934
Bangladesh,1989,2319.6323
Bangladesh,1990,2413.8335
Bangladesh,1991,2507.7632
Bangladesh,1992,2512.3062
Bangladesh,1993,2517.2378
Bangladesh,1994,2522.5781
Bangladesh,1995,2528.3394
Bangladesh,1996,2535.1077
Bangladesh,1997,2541.368
Bangladesh,1998,2547.8
Bangladesh,1999,2554.3582
Bangladesh,2000,2560.8271
Bangladesh,2001,2561.9287
Bangladesh,2002,2563.5498
Bangladesh,2003,2565.5776
Bangladesh,2004,2576.8167
Bangladesh,2005,2587.2727
Bangladesh,2006,2597.6511
Bangladesh,2007,2591.9429
Bangladesh,2008,2586.7205
Bangladesh,2009,2581.9487
Bangladesh,2010,2577.616
Bangladesh,2011,2491.95
Bangladesh,2012,2405.7834
Bangladesh,2013,2319.5667
Bangladesh,2014,2366.9434
Bangladesh,2015,2418.7507
Bangladesh,2016,2473.509
Bangladesh,2017,2418.8828
Bangladesh,2018,2418.8828
Bangladesh,2019,2418.8828
Belgium,1870,3483
Belgium,1880,3344
Belgium,1890,3177
Belgium,1900,3064
Belgium,1913,2841
Belgium,1929,2229
Belgium,1938,2196
Belgium,1950,2096.1492
Belgium,1951,2085.9194
Belgium,1952,2075.7397
Belgium,1953,2065.6096
Belgium,1954,2055.529
Belgium,1955,2045.4976
Belgium,1956,2035.5151
Belgium,1957,2025.5814
Belgium,1958,2015.6962
Belgium,1959,2005.8591
Belgium,1960,1996.0701
Belgium,1961,1984.2296
Belgium,1962,1972.4594
Belgium,1963,1960.7589
Belgium,1964,1949.1278
Belgium,1965,1937.5658
Belgium,1966,1926.0723
Belgium,1967,1914.647
Belgium,1968,1903.2894
Belgium,1969,1891.9994
Belgium,1970,1880.7761
Belgium,1971,1871.7172
Belgium,1972,1845.7231
Belgium,1973,1818.9681
Belgium,1974,1788.8882
Belgium,1975,1778.8241
Belgium,1976,1780.3851
Belgium,1977,1754.3522
Belgium,1978,1735.8992
Belgium,1979,1718.7871
Belgium,1980,1698.9741
Belgium,1981,1676.3322
Belgium,1982,1661.9731
Belgium,1983,1667.9081
Belgium,1984,1691.8772
Belgium,1985,1697.8722
Belgium,1986,1677.8961
Belgium,1987,1662.9192
Belgium,1988,1650.9292
Belgium,1989,1641.9371
Belgium,1990,1655.9281
Belgium,1991,1618.9741
Belgium,1992,1596.0011
Belgium,1993,1552.0562
Belgium,1994,1552.0562
Belgium,1995,1578.0261
Belgium,1996,1552.0571
Belgium,1997,1565.0442
Belgium,1998,1576.0342
Belgium,1999,1575.3821
Belgium,2000,1589.1027
Belgium,2001,1581.2432
Belgium,2002,1593.6455
Belgium,2003,1598.2198
Belgium,2004,1587.8026
Belgium,2005,1577.6764
Belgium,2006,1591.6377
Belgium,2007,1593.6576
Belgium,2008,1582.5051
Belgium,2009,1563.2252
Belgium,2010,1573.8307
Belgium,2011,1590.2344
Belgium,2012,1587.295
Belgium,2013,1585.5951
Belgium,2014,1581.596
Belgium,2015,1575.4569
Belgium,2016,1574.1542
Belgium,2017,1577.9177
Belgium,2018,1583.264
Belgium,2019,1586.431
Brazil,1950,2042
Brazil,1951,2051.0186
Brazil,1952,2060.0771
Brazil,1953,2069.1755
Brazil,1954,2078.3142
Brazil,1955,2087.4932
Brazil,1956,2096.713
Brazil,1957,2105.9731
Brazil,1958,2115.2742
Brazil,1959,2124.6165
Brazil,1960,2134
Brazil,1961,2135.0974
Brazil,1962,2136.1956
Brazil,1963,2137.294
Brazil,1964,2138.3933
Brazil,1965,2139.493
Brazil,1966,2140.5933
Brazil,1967,2141.694
Brazil,1968,2142.7954
Brazil,1969,2143.8975
Brazil,1970,2145
Brazil,1971,2128.5408
Brazil,1972,2112.2078
Brazil,1973,2096
Brazil,1974,2079.7708
Brazil,1975,2063.667
Brazil,1976,2047.6881
Brazil,1977,2031.8329
Brazil,1978,2016.1005
Brazil,1979,2000.4897
Brazil,1980,1985
Brazil,1981,1974.0968
Brazil,1982,1963.2535
Brazil,1983,1952.4698
Brazil,1984,1941.7454
Brazil,1985,1931.0797
Brazil,1986,1920.4728
Brazil,1987,1909.924
Brazil,1988,1899.4332
Brazil,1989,1889
Brazil,1990,1879
Brazil,1991,1868.4705
Brazil,1992,1858
Brazil,1993,1858.9998
Brazil,1994,1860
Brazil,1995,1855.2317
Brazil,1996,1850.4756
Brazil,1997,1845.7317
Brazil,1998,1841
Brazil,1999,1813.8428
Brazil,2000,1837.927
Brazil,2001,1828.3264
Brazil,2002,1818.7257
Brazil,2003,1811.1825
Brazil,2004,1803.1261
Brazil,2005,1783.1312
Brazil,2006,1779.1678
Brazil,2007,1774.2665
Brazil,2008,1771.2618
Brazil,2009,1764.5468
Brazil,2010,1761.3457
Brazil,2011,1769.6213
Brazil,2012,1765.1022
Brazil,2013,1751.5537
Brazil,2014,1738.8689
Brazil,2015,1722.8759
Brazil,2016,1714.675
Brazil,2017,1709.5944
Brazil,2018,1706.0571
Brazil,2019,1707.795
Bulgaria,1995,1710.674
Bulgaria,1996,1708.2025
Bulgaria,1997,1706.8674
Bulgaria,1998,1649.981
Bulgaria,1999,1669.4999
Bulgaria,2000,1640.2538
Bulgaria,2001,1651.8589
Bulgaria,2002,1651.2594
Bulgaria,2003,1640.5111
Bulgaria,2004,1663.6887
Bulgaria,2005,1658.6464
Bulgaria,2006,1654.1027
Bulgaria,2007,1654.5214
Bulgaria,2008,1693.596
Bulgaria,2009,1646.2753
Bulgaria,2010,1644.8379
Bulgaria,2011,1643.5928
Bulgaria,2012,1644.4498
Bulgaria,2013,1644.9795
Bulgaria,2014,1644.059
Bulgaria,2015,1644.3853
Bulgaria,2016,1643.5475
Bulgaria,2017,1643.258
Bulgaria,2018,1644.5715
Bulgaria,2019,1645.2465
Cambodia,1993,2190.6436
Cambodia,1994,2160.658
Cambodia,1995,2187.2812
Cambodia,1996,2191.9963
Cambodia,1997,2202.3345
Cambodia,1998,2239.2913
Cambodia,1999,2265.4268
Cambodia,2000,2296.8909
Cambodia,2001,2321.0562
Cambodia,2002,2367.1667
Cambodia,2003,2366.4758
Cambodia,2004,2374.304
Cambodia,2005,2373.758
Cambodia,2006,2374.1353
Cambodia,2007,2380.8865
Cambodia,2008,2382.5652
Cambodia,2009,2389.0847
Cambodia,2010,2390.162
Cambodia,2011,2408.062
Cambodia,2012,2414.2522
Cambodia,2013,2423.9707
Cambodia,2014,2442.8054
Cambodia,2015,2458.309
Cambodia,2016,2467.99
Cambodia,2017,2474.9119
Cambodia,2018,2474.9119
Cambodia,2019,2474.9119
Canada,1870,2845
Canada,1880,2934
Canada,1890,3017
Canada,1900,3102
Canada,1913,2868
Canada,1929,2354
Canada,1938,2212
Canada,1950,2209.2341
Canada,1951,2194.1836
Canada,1952,2181.9395
Canada,1953,2180.5283
Canada,1954,2172.6038
Canada,1955,2154.6565
Canada,1956,2142.279
Canada,1957,2122.9817
Canada,1958,2107.6152
Canada,1959,2104.4343
Canada,1960,2090.806
Canada,1961,2066.4954
Canada,1962,2065.045
Canada,1963,2050.3577
Canada,1964,2039.1084
Canada,1965,2021.2146
Canada,1966,1995.1143
Canada,1967,1985.5981
Canada,1968,1961.4777
Canada,1969,1942.4684
Canada,1970,1925
Canada,1971,1912
Canada,1972,1904
Canada,1973,1898
Canada,1974,1891
Canada,1975,1872
Canada,1976,1862
Canada,1977,1834
Canada,1978,1836
Canada,1979,1841
Canada,1980,1827
Canada,1981,1812
Canada,1982,1788.3629
Canada,1983,1780.2158
Canada,1984,1791.116
Canada,1985,1794.9056
Canada,1986,1798.5189
Canada,1987,1807.0273
Canada,1988,1807.8146
Canada,1989,1802.8204
Canada,1990,1795.2927
Canada,1991,1774.1893
Canada,1992,1772.387
Canada,1993,1771.1223
Canada,1994,1784.9905
Canada,1995,1785.0164
Canada,1996,1798.8071
Canada,1997,1796.6779
Canada,1998,1792.643
Canada,1999,1791.8601
Canada,2000,1786.1864
Canada,2001,1773.0408
Canada,2002,1754.3634
Canada,2003,1743.8031
Canada,2004,1753.7999
Canada,2005,1744.0182
Canada,2006,1743.5408
Canada,2007,1742.9257
Canada,2008,1740.306
Canada,2009,1710.836
Canada,2010,1714.2085
Canada,2011,1712.6512
Canada,2012,1720.6306
Canada,2013,1714.9354
Canada,2014,1709.6014
Canada,2015,1710.7802
Canada,2016,1705.1924
Canada,2017,1693.7847
Canada,2018,1707.0592
Canada,2019,1689.2809
Chile,1951,2527.8796
Chile,1952,2514.3145
Chile,1953,2500.822
Chile,1954,2487.402
Chile,1955,2474.0542
Chile,1956,2460.778
Chile,1957,2447.573
Chile,1958,2434.4387
Chile,1959,2421.375
Chile,1960,2408.3813
Chile,1961,2389.3052
Chile,1962,2370.2288
Chile,1963,2327.3071
Chile,1964,2322.538
Chile,1965,2336.8455
Chile,1966,2355.9216
Chile,1967,2179.466
Chile,1968,2260.5403
Chile,1969,2289.1545
Chile,1970,2160.3896
Chile,1971,2255.7712
Chile,1972,2270.0784
Chile,1973,2246.233
Chile,1974,2227.1567
Chile,1975,2270.0784
Chile,1976,2284.3855
Chile,1977,2255.7712
Chile,1978,2279.6165
Chile,1979,2303.462
Chile,1980,2317.769
Chile,1981,2360.6907
Chile,1982,2308.231
Chile,1983,2265.3093
Chile,1984,2298.6929
Chile,1985,2298.6929
Chile,1986,2332.0762
Chile,1987,2351.1526
Chile,1988,2360.6907
Chile,1989,2370.2288
Chile,1990,2408.3813
Chile,1991,2370.2288
Chile,1992,2365.4597
Chile,1993,2370.2288
Chile,1994,2351.1526
Chile,1995,2313
Chile,1996,2313
Chile,1997,2256
Chile,1998,2299
Chile,1999,2277
Chile,2000,2263
Chile,2001,2242
Chile,2002,2250
Chile,2003,2235
Chile,2004,2232
Chile,2005,2157
Chile,2006,2165
Chile,2007,2128
Chile,2008,2095
Chile,2009,2074
Chile,2010,2070
Chile,2011,2047
Chile,2012,2024
Chile,2013,2015
Chile,2014,1990
Chile,2015,1988
Chile,2016,1974
Chile,2017,1954
Chile,2018,1940.6
Chile,2019,1914.4
China,1970,1976.312
China,1971,1975.7937
China,1972,1975.5077
China,1973,1975.3647
China,1974,1975.1897
China,1975,1974.8975
China,1976,1974.2075
China,1977,1973.4353
China,1978,1972.7274
China,1979,1972.1038
China,1980,1971.4967
China,1981,1971.1016
China,1982,1970.7063
China,1983,1970.1927
China,1984,1969.7229
China,1985,1969.3905
China,1986,1970.4417
China,1987,1971.4633
China,1988,1972.6764
China,1989,1973.9873
China,1990,1975.354
China,1991,1976.8881
China,1992,1978.4229
China,1993,1981.6453
China,1994,1989.299
China,1995,2001.834
China,1996,2017.2646
China,1997,2037.3639
China,1998,2062.0522
China,1999,2082.0667
China,2000,2090.4753
China,2001,2103.5151
China,2002,2118.2014
China,2003,2138.0823
China,2004,2167.896
China,2005,2192.3545
China,2006,2183.0583
China,2007,2152.6501
China,2008,2131.5928
China,2009,2138.8518
China,2010,2172.7102
China,2011,2178.809
China,2012,2184.293
China,2013,2178.325
China,2014,2178.6626
China,2015,2170.4592
China,2016,2167.2278
China,2017,2168.919
China,2018,2168.919
China,2019,2168.919
Colombia,1950,2323
Colombia,1951,2312.28
Colombia,1952,2301.6096
Colombia,1953,2290.9885
Colombia,1954,2280.4163
Colombia,1955,2269.893
Colombia,1956,2259.4182
Colombia,1957,2248.9917
Colombia,1958,2238.6133
Colombia,1959,2228.2827
Colombia,1960,2218
Colombia,1961,2213.1526
Colombia,1962,2208.316
Colombia,1963,2203.4895
Colombia,1964,2198.6738
Colombia,1965,2193.8687
Colombia,1966,2189.074
Colombia,1967,2184.2898
Colombia,1968,2179.516
Colombia,1969,2174.753
Colombia,1970,2170
Colombia,1971,2160.29
Colombia,1972,2150.6233
Colombia,1973,2141
Colombia,1974,2131.2976
Colombia,1975,2121.6394
Colombia,1976,2112.0247
Colombia,1977,2102.4536
Colombia,1978,2092.926
Colombia,1979,2083.4414
Colombia,1980,2074
Colombia,1981,2063.2231
Colombia,1982,2052.5022
Colombia,1983,2041.8372
Colombia,1984,2031.2274
Colombia,1985,2020.6729
Colombia,1986,2010.1731
Colombia,1987,1999.7279
Colombia,1988,1989.3369
Colombia,1989,1979
Colombia,1990,1969
Colombia,1991,1958.9745
Colombia,1992,1949
Colombia,1993,1961.9569
Colombia,1994,1975
Colombia,1995,1970.2328
Colombia,1996,1965.477
Colombia,1997,1960.7328
Colombia,1998,1956
Colombia,1999,1956
Colombia,2000,1956
Colombia,2001,1956
Colombia,2002,2032.2886
Colombia,2003,2016.2488
Colombia,2004,2004.2563
Colombia,2005,2013.9287
Colombia,2006,2037.6603
Colombia,2007,2061.6716
Colombia,2008,2085.9658
Colombia,2009,2051.2192
Colombia,2010,2045.4346
Colombia,2011,2029.6957
Colombia,2012,2016.916
Colombia,2013,2011.7549
Colombia,2014,2004.7931
Colombia,2015,1997.0325
Colombia,2016,1989.179
Colombia,2017,1974.2314
Colombia,2018,1968.3673
Colombia,2019,1968.3673
Costa Rica,1987,2371.7446
Costa Rica,1988,2351.5657
Costa Rica,1989,2313.1028
Costa Rica,1990,2363.5396
Costa Rica,1991,2278.2588
Costa Rica,1992,2364.5488
Costa Rica,1993,2352.4185
Costa Rica,1994,2376.1067
Costa Rica,1995,2350.713
Costa Rica,1996,2392.572
Costa Rica,1997,2371.2124
Costa Rica,1998,2362.2837
Costa Rica,1999,2376.1733
Costa Rica,2000,2367.5845
Costa Rica,2001,2335.0432
Costa Rica,2002,2362.696
Costa Rica,2003,2356.135
Costa Rica,2004,2375.402
Costa Rica,2005,2357.8464
Costa Rica,2006,2365.613
Costa Rica,2007,2392.5747
Costa Rica,2008,2397.8833
Costa Rica,2009,2354.2432
Costa Rica,2010,2249.2659
Costa Rica,2011,2289.8875
Costa Rica,2012,2242.5994
Costa Rica,2013,2156.5576
Costa Rica,2014,2135.5332
Costa Rica,2015,2156.9104
Costa Rica,2016,2212.3838
Costa Rica,2017,2185.2825
Costa Rica,2018,2127.9885
Costa Rica,2019,2069.2454
Croatia,1995,1923.6868
Croatia,1996,1923.6843
Croatia,1997,1923.7461
Croatia,1998,1923.6796
Croatia,1999,1923.6516
Croatia,2000,1922.0885
Croatia,2001,1923.3796
Croatia,2002,1923.6532
Croatia,2003,1924.7345
Croatia,2004,1926.5612
Croatia,2005,1926.5049
Croatia,2006,1928.6445
Croatia,2007,1930.6614
Croatia,2008,1932.2053
Croatia,2009,1928.8948
Croatia,2010,1942.9882
Croatia,2011,1940.2644
Croatia,2012,1923.7847
Croatia,2013,1909.4727
Croatia,2014,1891.6152
Croatia,2015,1827.651
Croatia,2016,1834.9098
Croatia,2017,1823.7676
Croatia,2018,1810.8696
Croatia,2019,1831.3234
Cyprus,1995,1899.5675
Cyprus,1996,1898.5345
Cyprus,1997,1906.2773
Cyprus,1998,1912.542
Cyprus,1999,1919.71
Cyprus,2000,1926.3915
Cyprus,2001,1950.894
Cyprus,2002,1923.2074
Cyprus,2003,1916.0419
Cyprus,2004,1878.5753
Cyprus,2005,1847.304
Cyprus,2006,1832.9216
Cyprus,2007,1862.0607
Cyprus,2008,1867.7183
Cyprus,2009,1847.1039
Cyprus,2010,1844.9968
Cyprus,2011,1847.2744
Cyprus,2012,1845.2687
Cyprus,2013,1810.279
Cyprus,2014,1815.4343
Cyprus,2015,1824.3308
Cyprus,2016,1839.6754
Cyprus,2017,1821.4827
Cyprus,2018,1809.5833
Cyprus,2019,1805.2397
Czechia,1993,1856.9036
Czechia,1994,1838.9045
Czechia,1995,1857.9026
Czechia,1996,1852.5775
Czechia,1997,1857.7623
Czechia,1998,1877.4183
Czechia,1999,1893.5347
Czechia,2000,1895.5621
Czechia,2001,1818.3157
Czechia,2002,1816.5702
Czechia,2003,1806.224
Czechia,2004,1817.061
Czechia,2005,1816.9883
Czechia,2006,1799.1667
Czechia,2007,1784.3645
Czechia,2008,1789.5405
Czechia,2009,1778.767
Czechia,2010,1799.5005
Czechia,2011,1805.6233
Czechia,2012,1776.1244
Czechia,2013,1763.0048
Czechia,2014,1776.7375
Czechia,2015,1756.161
Czechia,2016,1778.5255
Czechia,2017,1784.3712
Czechia,2018,1786.6891
Czechia,2019,1787.5435
Denmark,1870,3434
Denmark,1880,3172
Denmark,1890,2933
Denmark,1900,2742
Denmark,1913,2731
Denmark,1929,2301
